No ,Pertanyaan ,Jawaban,Sumber
443,Apakah sah shalat berjamaah mengikuti imam melalui TV atau radio?,"Tidak sah shalat berjamaah mengikuti imam melalui TV atau radio, terutama jika terhalang antara imam dan makmum kecuali ada udzur seperti penuhnya masjid. Shalat berjamaah menuntut bersambungnya shaf dan kerapian dalam shalat. Syaikh Muhammad bin Shalih al-Utsaimin menyatakan bahwa pendapat bolehnya shalat di belakang radio atau TV adalah bathil karena menghilangkan syi'ar shalat jamaah dan jum'at. Apakah Anda ingin mengetahui lebih banyak tentang alasan tidak sahnya shalat berjamaah melalui TV atau radio?",Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
444,Apa dampak negatif dari shalat berjamaah mengikuti imam melalui TV atau radio?,Dampak negatif dari shalat berjamaah melalui TV atau radio antara lain: 1) Hilangnya jamaah shalat dan jum'at yang merupakan syi'ar Islam. 2) Tidak ada manfaat pembangunan masjid karena orang akan shalat di rumah masing-masing. 3) Hilangnya amar ma'ruf nahi munkar karena sulit mengontrol kehadiran jamaah. 4) Hilangnya keutamaan berjalan menuju masjid dan menunggu shalat. 5) Kesulitan mengikuti imam jika listrik mati. Apakah ada hal lain yang ingin Anda ketahui tentang dampak negatif ini?,Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
445,Apa yang harus dilakukan jika jamaah haji melewati miqat tanpa berihram?,"Jika jamaah haji melewati miqat tanpa berihram, hukumnya haram dan dia harus kembali ke miqat untuk memulai ihram. Jika tidak memungkinkan, dia harus membayar dam (denda) sebagai kompensasi. Mayoritas ulama sepakat bahwa melampaui miqat tanpa ihram adalah pelanggaran syariat. Jamaah harus berusaha keras untuk tidak melewati miqat tanpa ihram untuk menjaga kesucian ibadah haji dan umrah. Apakah Anda ingin mengetahui lebih detail tentang ketentuan ini?",Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
446,Bagaimana cara bertayamum di atas pesawat?,"Cara bertayamum di atas pesawat adalah dengan memukulkan telapak tangan ke permukaan tanah atau sesuatu yang mengandung debu satu kali, kemudian diusapkan ke wajah satu kali dan telapak tangan satu kali dengan mengusapkan sebagiannya terhadap sebagian yang lain. Tayamum dilakukan jika tidak ada air atau tidak bisa menggunakan air. Hal ini sebagai bentuk keringanan yang diberikan Allah dalam keadaan darurat. Apakah ada hal lain yang ingin Anda ketahui tentang tayamum?",Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
447,Apakah wanita harus meminta izin suami untuk meminum obat pencegah haid saat haji?,"Ya, wanita harus meminta izin suami untuk meminum obat pencegah haid saat haji. Ini salah satu syarat dibolehkannya penggunaan obat tersebut selain tidak membahayakan dan mendapatkan persetujuan dari dokter ahli. Izin dari suami penting untuk menjaga keharmonisan rumah tangga dan mengikuti ketentuan syariat. Apakah Anda ingin mengetahui lebih lanjut tentang penggunaan obat pencegah haid dalam ibadah haji?",Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
448,Bagaimana hukum melakukan muamalah seperti jual beli di pesawat terbang?,"Jual beli di pesawat terbang hukumnya adalah boleh dan sah. Kaidah fiqih menyatakan bahwa asal segala muamalat urusan dunia adalah boleh sampai ada dalil yang melarangnya. Banyak ulama yang menyepakati kaidah ini berdasarkan dalil-dalil Al-Qur'an dan hadits. Namun, transaksi barang haram seperti khamr dan babi tetap tidak diperbolehkan. Apakah ada hal lain yang ingin Anda ketahui tentang muamalah di pesawat terbang?",Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
449,Apa saja syarat sahnya shalat wajib di atas pesawat?,"Syarat sahnya shalat wajib di atas pesawat adalah: 1) Shalat dengan berdiri jika mampu. 2) Menghadap kiblat saat takbiratul ihram. 3) Mengetahui arah kiblat dengan bertanya atau usaha maksimal. 4) Melakukan rukuk, i'tidal, dan sujud semampunya. 5) Mengqashar shalat yang empat rakaat bila sedang safar. Shalat wajib di atas pesawat dilakukan jika khawatir kehabisan waktu shalat. Apakah Anda ingin mengetahui lebih lanjut tentang tata cara shalat wajib di atas pesawat?",Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
450,Bagaimana hukum shalat sunnah di atas pesawat?,"Shalat sunnah di atas pesawat boleh dilakukan di tempat duduk tanpa harus berdiri dan menghadap kiblat. Rukuk dan sujud dilakukan dengan merendahkan kepala, sujud lebih rendah dari rukuk. Hal ini didasarkan pada kemudahan dalam shalat sunnah ketika dalam perjalanan. Shalat sunnah lebih fleksibel dibandingkan shalat wajib dalam hal tata cara pelaksanaannya di atas kendaraan. Apakah ada hal lain yang ingin Anda ketahui tentang shalat sunnah di atas pesawat?",Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
451,Apa saja syarat sahnya tayamum ketika tidak ada air di pesawat?,Syarat sahnya tayamum adalah: 1) Tidak ada air atau tidak mampu menggunakan air. 2) Menggunakan debu suci dengan memukulkan telapak tangan ke permukaan yang berdebu. 3) Mengusap wajah dan telapak tangan satu kali. 4) Niat untuk bersuci karena Allah. Tayamum menggantikan wudhu dalam keadaan darurat seperti di pesawat. Apakah Anda ingin mengetahui lebih lanjut tentang kondisi yang memperbolehkan tayamum?,Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
452,Bagaimana hukum ihram sebelum miqat untuk menghindari kesulitan di pesawat?,"Ihram sebelum miqat diperbolehkan jika khawatir terlanjur melewati miqat tanpa berihram. Hal ini didasarkan pada kehati-hatian dalam ibadah dan menjaga agar tidak melanggar ketentuan syariat. Jika jamaah haji merasa sulit untuk menentukan miqat di udara, mereka dapat memulai ihram sebelumnya sebagai langkah aman. Apakah ada hal lain yang ingin Anda ketahui tentang ihram sebelum miqat?",Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
453,Mengapa tidak sah shalat berjamaah di belakang TV atau radio?,Tidak sah shalat berjamaah di belakang TV atau radio karena: 1) Tidak ada persambungan shaf. 2) Menghilangkan syi'ar shalat jamaah dan jum'at. 3) Menimbulkan kemalasan untuk hadir ke masjid. 4) Hilangnya kontrol sosial dalam amar ma'ruf nahi munkar. 5) Mengurangi keutamaan berjalan ke masjid. Pendapat yang membolehkan shalat berjamaah melalui TV atau radio sangat jauh dari kebenaran dan berdampak negatif. Apakah Anda ingin mengetahui lebih lanjut tentang dampak negatif ini?,Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
454,Apa saja kesalahan yang sering dilakukan jamaah haji sebelum keberangkatan?,"Kesalahan yang sering dilakukan jamaah haji sebelum keberangkatan antara lain: 1) Haji tanpa izin resmi dari pemerintah. 2) Haji wanita yang berangkat tanpa mahram. 3) Haji dengan niat yang tidak ikhlas, terutama bagi yang melakukan haji badal. Ini penting untuk dihindari agar pelaksanaan ibadah haji menjadi sah dan diterima oleh Allah. Apakah ada aspek tertentu dari persiapan sebelum haji yang Anda ingin tahu lebih lanjut?",Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
455,Apa kesalahan umum saat jamaah haji memasuki Masjid Haram?,Kesalahan umum saat jamaah haji memasuki Masjid Haram meliputi: 1) Keyakinan bahwa harus masuk lewat pintu umrah. 2) Membuat doa-doa khusus ketika masuk masjid haram dan melihat Ka’bah. 3) Keyakinan bahwa setiap masuk masjid disunnahkan thawaf secara mutlak. Kesalahan-kesalahan ini bisa dihindari dengan mengikuti tuntunan yang benar. Apakah ada bagian dari tata cara memasuki Masjid Haram yang ingin Anda tanyakan lebih detail?,Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
456,Bagaimana kesalahan yang sering terjadi saat melakukan thawaf?,Kesalahan saat thawaf meliputi: 1) Melafadzkan niat untuk thawaf. 2) Berdesak-desakan untuk mencium Hajar Aswad. 3) Keyakinan bahwa Hajar Aswad mendatangkan manfaat atau menolak mudharat. 4) Mencium tangan ketika isyarat kepada Hajar Aswad. 5) Doa-doa khusus setiap putaran thawaf. 6) Thawaf dalam Hijr. 7) Mengusap seluruh rukun Ka’bah. 8) Mengeraskan doa dan dikomando. 9) Keyakinan bahwa shalat dua rakaat harus di belakang maqam Ibrahim. Mengetahui kesalahan ini dapat membantu jamaah melakukan thawaf dengan benar. Apakah ada aspek dari thawaf yang ingin Anda pahami lebih mendalam?,Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
457,Apa saja kesalahan yang sering dilakukan saat sa'i?,Kesalahan saat sa'i meliputi: 1) Melafadzkan niat. 2) Tidak lari ketika di antara dua tanda hijau. 3) Selalu lari di semua sa’i. 4) Wanita ikut lari antara dua tanda hijau. 5) Doa setiap putaran dan dikomando. 6) Anggapan bahwa sa’i dari Shafa ke Marwah dan Marwah ke Shafa adalah satu putaran. 7) Melakukan sa’i sunnah tanpa manasik. 8) Shalat di Marwah. Mengetahui kesalahan ini akan membantu jamaah melakukan sa'i dengan benar. Apakah ada bagian dari sa'i yang ingin Anda tanyakan lebih lanjut?,Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
458,Apa kesalahan umum saat mencukur rambut setelah haji?,Kesalahan saat mencukur rambut meliputi: 1) Menggundul hanya sebagian rambut. 2) Mencukur hanya beberapa helai rambut saja. 3) Mengulang-ulang umrah berkali-kali dalam satu perjalanan. Kesalahan ini dapat mengurangi kesempurnaan ibadah haji. Apakah ada yang ingin Anda ketahui lebih lanjut tentang tata cara mencukur rambut setelah haji?,Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
459,Apa kesalahan yang sering dilakukan jamaah haji pada hari Tarwiyah?,Kesalahan pada hari Tarwiyah meliputi: 1) Tidak mengeraskan suara ketika talbiyah. 2) Pergi ke Arafah langsung dan bermalam di sana. 3) Jama’ qashar di Mina. Mengetahui kesalahan ini akan membantu jamaah melaksanakan ibadah dengan benar pada hari Tarwiyah. Apakah ada bagian dari hari Tarwiyah yang ingin Anda pahami lebih baik?,Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
460,Apa kesalahan yang sering terjadi saat di Arafah?,Kesalahan di Arafah meliputi: 1) Wuquf di luar batas Arafah. 2) Menyusahkan diri untuk naik gunung Arafah. 3) Meninggalkan Arafah sebelum tenggelamnya matahari. 4) Menyiakan-nyiakan waktu dengan hal-hal yang tidak ada faedahnya. Mengetahui kesalahan ini akan membantu jamaah melaksanakan wuquf di Arafah dengan benar. Apakah ada aspek dari wuquf di Arafah yang ingin Anda tanyakan lebih detail?,Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
461,Apa kesalahan yang sering dilakukan saat di Muzdalifah?,Kesalahan di Muzdalifah meliputi: 1) Berdesak-desakan ketika keluar menuju Arafah sehingga menimbulkan perkelahian. 2) Mabit di luar Muzdalifah. 3) Meninggalkan shalat. Mengetahui kesalahan ini akan membantu jamaah melaksanakan mabit di Muzdalifah dengan benar. Apakah ada bagian dari mabit di Muzdalifah yang ingin Anda pahami lebih baik?,Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
462,Apa kesalahan umum saat melempar Jamarat?,Kesalahan saat melempar Jamarat meliputi: 1) Keyakinan bahwa kerikil harus dari Muzdalifah dan dicuci dulu. 2) Keyakinan bahwa mereka sedang melempar setan. 3) Sekedar meletakkan saja tanpa melempar. 4) Tidak yakin masuk di area Jamarat. 5) Menggampangkan dengan mewakilkan tanpa udzur. 6) Melempar tujuh kerikil sekaligus. 7) Melempar dengan batu besar. Mengetahui kesalahan ini akan membantu jamaah melaksanakan ibadah melempar Jamarat dengan benar. Apakah ada aspek dari melempar Jamarat yang ingin Anda tanyakan lebih lanjut?,Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
463,Apa kesalahan yang sering terjadi saat mabit di Mina?,Kesalahan saat mabit di Mina meliputi: 1) Meninggalkan mabit di Mina tanpa udzur. 2) Tidur di jalan-jalan Mina bagi yang tidak dapat tempat di Mina. Mengetahui kesalahan ini akan membantu jamaah melaksanakan mabit di Mina dengan benar. Apakah ada bagian dari mabit di Mina yang ingin Anda pahami lebih baik?,Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
464,Apa kesalahan dalam masalah hadyu (sembelihan)?,Kesalahan dalam masalah hadyu meliputi: 1) Menyerahkan kepada orang yang tidak terpercaya. 2) Menyembelih sebelum waktunya. Mengetahui kesalahan ini akan membantu jamaah melaksanakan sembelihan dengan benar. Apakah ada aspek dari hadyu yang ingin Anda tanyakan lebih detail?,Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
465,Apa kesalahan yang sering terjadi saat thawaf wada’?,Kesalahan saat thawaf wada’ meliputi: 1) Thawaf wada’ padahal masih di Makkah beberapa hari setelah itu. 2) Mundur ke belakang setelah thawaf wada’. Mengetahui kesalahan ini akan membantu jamaah melaksanakan thawaf wada’ dengan benar. Apakah ada bagian dari thawaf wada’ yang ingin Anda pahami lebih baik?,Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
466,Apa kesalahan yang sering dilakukan saat ziarah Masjid Nabawi?,"Kesalahan saat ziarah Masjid Nabawi meliputi: 1) Keyakinan bahwa haji tidak sah tanpa ziarah Masjid Nabawi. 2) Ngalap berkah dengan mengusap mihrab, mimbar, dan dinding masjid. 3) Meminta dan berdoa kepada Nabi. 4) Mengejar shalat arba’in. 5) Mengganti nama setelah haji. 6) Memajang foto haji di dinding rumah. Mengetahui kesalahan ini akan membantu jamaah melaksanakan ziarah dengan benar. Apakah ada aspek dari ziarah Masjid Nabawi yang ingin Anda tanyakan lebih lanjut?",Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
467,Apa hukum mengganti nama setelah pulang haji?,"Mengganti nama setelah pulang haji hukumnya boleh jika alasan mengganti nama adalah karena nama yang sebelumnya buruk dan diganti dengan nama yang bagus. Namun, jika mengganti nama karena alasan pernah di Makkah dan Madinah atau usai melakukan ibadah haji, maka hal itu termasuk bid’ah dan bukan sunnah. Nabi hanya mengganti nama yang buruk dengan nama yang baik. Apakah ada hal lain yang ingin Anda ketahui tentang mengganti nama setelah haji?",Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
468,Apa saja nama-nama kota Makkah dan keutamaannya?,"Makkah memiliki beberapa nama dan keutamaan, di antaranya: 1) Makkah: dinamakan demikian karena manusia berdesakan di sana. 2) Bakkah: disebut dalam QS. Ali Imran: 96. 3) Ummul Qura: artinya Pusat Kota. 4) Al-Balad al-Amin: artinya Kota yang Aman. Keutamaannya termasuk tempat Ka'bah, negeri yang paling dicintai Allah, dilindungi dari serangan luar, Dajjal tidak bisa masuk, dan disebut sebagai Tanah Haram. Apakah ada nama atau keutamaan Makkah yang ingin Anda ketahui lebih lanjut?",Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
469,Bagaimana fiqh tentang Makkah?,Fiqh tentang Makkah meliputi beberapa hal: 1) Dibolehkan memasuki kota Makkah tanpa ihram selama tidak berniat haji atau umrah. 2) Wajib berihram saat memasuki batas tanah haram jika berniat haji atau umrah. 3) Diperbolehkan melakukan perjalanan jauh untuk mengunjungi Masjidil Haram. 4) Maksiat di tanah haram dosanya lebih besar. 5) Shalat di Masjidil Haram pahalanya sama dengan seratus ribu kali shalat di tempat lain. 6) Dibolehkan shalat dan thawaf di Masjidil Haram kapan saja. 7) Tidak boleh memburu binatang di Makkah. Apakah ada aspek dari fiqh Makkah yang ingin Anda pahami lebih dalam?,Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
470,Apa keutamaan kota Madinah?,"Keutamaan kota Madinah meliputi: 1) Termasuk dua kota suci, yaitu Makkah dan Madinah. 2) Nabi mendoakan keberkahan untuknya. 3) Tidak dimasuki Dajjal. 4) Siapa yang bersabar di sana akan mendapatkan syafaat dari Nabi pada hari kiamat. 5) Keimanan akan kembali ke Madinah. 6) Di Madinah terdapat Masjid Nabi dan Masjid Quba yang memiliki keistimewaan khusus. Shalat di Masjid Nabawi lebih baik dari 1000 kali shalat di tempat lain kecuali Masjidil Haram. Apakah ada keutamaan tertentu dari kota Madinah yang ingin Anda ketahui lebih lanjut?",Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
471,Apa adab yang harus diperhatikan saat berziarah ke kota Madinah?,Adab yang harus diperhatikan saat berziarah ke kota Madinah meliputi: 1) Bersyukur kepada Allah atas nikmat ziarah Madinah. 2) Mencintai kota Madinah. 3) Memanfaatkan kesempatan untuk memperbanyak pahala. 4) Menjauhi dosa dan tidak menyakiti orang lain. 5) Sabar dengan cobaan. 6) Mengambil ilmu di sana. 7) Selalu mengingat bahwa berada di kota Nabi dan para sahabat. Adab-adab ini penting untuk menjaga kesucian dan keberkahan ziarah. Apakah ada adab tertentu yang ingin Anda tanyakan lebih detail?,Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
472,Apa saja sunnah ziarah ke kota Madinah?,Sunnah ziarah ke kota Madinah meliputi: 1) Mengunjungi Masjid Nabi. 2) Mengunjungi Masjid Quba. 3) Ziarah kuburan Nabi dan Baqi. 4) Mengunjungi Gunung Uhud. Sunnah-sunnah ini membantu jamaah untuk mendapatkan berkah dan pahala lebih dari ziarah ke Madinah. Apakah ada sunnah ziarah yang ingin Anda ketahui lebih dalam?,Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
473,Apa kesalahan yang sering dilakukan saat ziarah kubur Nabi?,Kesalahan saat ziarah kubur Nabi meliputi: 1) Meminta doa dan syafaat kepada Nabi. 2) Melakukan ibadah di sisi kuburan. 3) Mengusap dan mencium dinding kuburan Nabi. 4) Melemparkan surat titipan ke kuburan Nabi. Kesalahan-kesalahan ini bisa dihindari dengan mengikuti adab dan tuntunan yang benar saat ziarah. Apakah ada kesalahan lain yang ingin Anda ketahui lebih lanjut?,Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
474,Apa hikmah di balik syari'at ziarah kubur?,"Hikmah di balik syari'at ziarah kubur meliputi dua hal: 1) Bagi orang yang berziarah: untuk mengingat kematian, mengambil pelajaran, mengingat akhirat, membuat zuhud terhadap dunia, melembutkan hati, dan mendoakan kebaikan untuk yang meninggal. 2) Bagi mayit yang diziarahi: untuk mendapatkan doa dari saudaranya yang masih hidup. Ziarah kubur mengandung banyak manfaat spiritual dan sosial. Apakah ada hikmah tertentu yang ingin Anda pahami lebih dalam?",Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
475,Apa keutamaan Masjid Quba?,Masjid Quba memiliki beberapa keutamaan: 1) Masjid pertama yang didirikan Nabi saat tiba di Madinah. 2) Nabi mendatangi Masjid Quba setiap hari Sabtu baik dengan berkendaraan atau berjalan kaki. 3) Shalat di Masjid Quba sebanding dengan pahala umrah. 4) Para sahabat menganjurkan shalat di Masjid Quba dan menaruh perhatian khusus terhadapnya. Mengunjungi Masjid Quba mengingatkan kita akan pentingnya masjid dalam penyebaran Islam. Apakah ada aspek dari Masjid Quba yang ingin Anda ketahui lebih lanjut?,Panduan Ibadah Haji Sesuai Sunnah Nabi Oleh Abu Ubaidah Yusuf bin Mukhtar As-Sidawi
